Start,Team,Games,Wins,Draws,Losses,Points,No,Scored,Against,End
[4, 'Manchester United',38,21,6,11,69, nan,52,43, 9]
[4, 'Manchester United',38,22,5,11,71, nan,54,39, 15]
[4, 'Manchester United',38,21,3,14,66, nan,51,42, 9]
[4, 'Manchester United',38,20,6,12,66, nan,51,43, 8]
[3, 'Manchester United',38,23,5,10,74, nan,54,37, 17]
[4, 'Manchester United',38,21,3,14,66, nan,51,41, 10]
[5, 'Manchester United',38,21,3,14,66, nan,48,43, 5]
[6, 'Manchester United',38,21,4,13,67, nan,49,40, 9]
[6, 'Manchester United',38,20,4,14,64, nan,51,44, 7]
[6, 'Manchester United',38,21,4,13,67, nan,54,44, 10]
[5, 'Manchester United',38,20,5,13,65, nan,55,43, 12]
[3, 'Manchester United',38,21,9,8,72, nan,50,39, 11]
[4, 'Manchester United',38,23,5,10,74, nan,50,37, 13]
[4, 'Manchester United',38,22,4,12,70, nan,51,41, 10]
[4, 'Manchester United',38,22,4,12,70, nan,55,40, 15]
[5, 'Manchester United',38,21,3,14,66, nan,50,45, 5]
[5, 'Manchester United',38,21,4,13,67, nan,59,42, 17]
[4, 'Manchester United',38,21,6,11,69, nan,51,37, 14]
[6, 'Manchester United',38,20,4,14,64, nan,57,46, 11]
[4, 'Manchester United',38,22,6,10,72, nan,57,36, 21]
[5, 'Manchester United',38,21,4,13,67, nan,52,42, 10]
[5, 'Manchester United',38,22,3,13,69, nan,51,39, 12]
[4, 'Manchester United',38,21,4,13,67, nan,58,41, 17]
[6, 'Manchester United',38,19,7,12,64, nan,54,45, 9]
[4, 'Manchester United',38,21,5,12,68, nan,52,43, 9]
[4, 'Manchester United',38,23,4,11,73, nan,53,42, 11]
[4, 'Manchester United',38,22,4,12,70, nan,54,40, 14]
[5, 'Manchester United',38,21,4,13,67, nan,52,41, 11]
[3, 'Manchester United',38,23,7,8,76, nan,53,36, 17]
[5, 'Manchester United',38,22,7,9,73, nan,53,31, 22]
[6, 'Manchester United',38,20,6,12,66, nan,49,40, 9]
[7, 'Manchester United',38,21,4,13,67, nan,50,42, 8]
[5, 'Manchester United',38,21,3,14,66, nan,51,44, 7]
[5, 'Manchester United',38,19,10,9,67, nan,51,39, 12]
[5, 'Manchester United',38,22,3,13,69, nan,52,46, 6]
[6, 'Manchester United',38,21,3,14,66, nan,58,43, 15]
[5, 'Manchester United',38,21,9,8,72, nan,56,35, 21]
[4, 'Manchester United',38,23,6,9,75, nan,56,37, 19]
[4, 'Manchester United',38,21,4,13,67, nan,50,40, 10]
[6, 'Manchester United',38,18,8,12,62, nan,52,46, 6]
[4, 'Manchester United',38,23,5,10,74, nan,58,36, 22]
[5, 'Manchester United',38,24,2,12,74, nan,50,34, 16]
[5, 'Manchester United',38,21,6,11,69, nan,58,41, 17]
[4, 'Manchester United',38,23,3,12,72, nan,53,40, 13]
[5, 'Manchester United',38,22,4,12,70, nan,52,40, 12]
[5, 'Manchester United',38,21,4,13,67, nan,53,41, 12]
[5, 'Manchester United',38,21,3,14,66, nan,51,40, 11]
[5, 'Manchester United',38,21,5,12,68, nan,51,40, 11]
[5, 'Manchester United',38,22,3,13,69, nan,48,39, 9]
[4, 'Manchester United',38,23,3,12,72, nan,55,41, 14]
[5, 'Manchester United',38,20,5,13,65, nan,52,41, 11]
[4, 'Manchester United',38,23,3,12,72, nan,58,39, 19]
[5, 'Manchester United',38,21,6,11,69, nan,55,42, 13]
[5, 'Manchester United',38,21,3,14,66, nan,52,42, 10]
[5, 'Manchester United',38,20,4,14,64, nan,54,45, 9]
[4, 'Manchester United',38,22,5,11,71, nan,53,38, 15]
[6, 'Manchester United',38,20,5,13,65, nan,51,44, 7]
[6, 'Manchester United',38,19,6,13,63, nan,51,44, 7]
[5, 'Manchester United',38,20,6,12,66, nan,54,41, 13]
[5, 'Manchester United',38,21,4,13,67, nan,53,41, 12]
[4, 'Manchester United',38,20,8,10,68, nan,53,38, 15]
[4, 'Manchester United',38,22,4,12,70, nan,51,39, 12]
[5, 'Manchester United',38,20,4,14,64, nan,49,42, 7]
[5, 'Manchester United',38,20,5,13,65, nan,55,43, 12]
[4, 'Manchester United',38,22,4,12,70, nan,58,39, 19]
[4, 'Manchester United',38,24,4,10,76, nan,54,37, 17]
[6, 'Manchester United',38,21,4,13,67, nan,51,44, 7]
[5, 'Manchester United',38,20,7,11,67, nan,52,40, 12]
[3, 'Manchester United',38,22,5,11,71, nan,52,39, 13]
[6, 'Manchester United',38,21,2,15,65, nan,51,42, 9]
[4, 'Manchester United',38,24,4,10,76, nan,53,36, 17]
[7, 'Manchester United',38,20,4,14,64, nan,51,42, 9]
[6, 'Manchester United',38,20,4,14,64, nan,55,43, 12]
[6, 'Manchester United',38,21,3,14,66, nan,54,46, 8]
[5, 'Manchester United',38,20,4,14,64, nan,52,44, 8]
[6, 'Manchester United',38,20,4,14,64, nan,51,43, 8]
[6, 'Manchester United',38,20,5,13,65, nan,50,40, 10]
[4, 'Manchester United',38,22,6,10,72, nan,48,35, 13]
[5, 'Manchester United',38,21,4,13,67, nan,59,42, 17]
[5, 'Manchester United',38,21,4,13,67, nan,48,42, 6]
[6, 'Manchester United',38,21,6,11,69, nan,50,41, 9]
[5, 'Manchester United',38,19,7,12,64, nan,46,41, 5]
[5, 'Manchester United',38,20,3,15,63, nan,55,43, 12]
[6, 'Manchester United',38,22,4,12,70, nan,53,44, 9]
[4, 'Manchester United',38,23,3,12,72, nan,57,38, 19]
[4, 'Manchester United',38,21,6,11,69, nan,47,38, 9]
[4, 'Manchester United',38,21,4,13,67, nan,52,43, 9]
[4, 'Manchester United',38,22,9,7,75, nan,61,36, 25]
[6, 'Manchester United',38,21,6,11,69, nan,55,40, 15]
[4, 'Manchester United',38,21,6,11,69, nan,56,36, 20]
[4, 'Manchester United',38,21,5,12,68, nan,56,42, 14]
[6, 'Manchester United',38,20,4,14,64, nan,47,40, 7]
[4, 'Manchester United',38,23,3,12,72, nan,50,41, 9]
[5, 'Manchester United',38,22,3,13,69, nan,57,45, 12]
[5, 'Manchester United',38,21,5,12,68, nan,55,38, 17]
[6, 'Manchester United',38,20,3,15,63, nan,51,47, 4]
[5, 'Manchester United',38,21,4,13,67, nan,54,45, 9]
[4, 'Manchester United',38,21,6,11,69, nan,53,38, 15]
[4, 'Manchester United',38,21,5,12,68, nan,53,40, 13]
[5, 'Manchester United',38,20,5,13,65, nan,48,39, 9]
[4, 'Manchester United',38,22,5,11,71, nan,55,42, 13]
[4, 'Manchester United',38,21,8,9,71, nan,59,36, 23]
[6, 'Manchester United',38,21,3,14,66, nan,51,42, 9]
[3, 'Manchester United',38,21,7,10,70, nan,54,41, 13]
[6, 'Manchester United',38,21,5,12,68, nan,59,42, 17]
[8, 'Manchester United',38,20,3,15,63, nan,48,40, 8]
[5, 'Manchester United',38,21,2,15,65, nan,54,44, 10]
[5, 'Manchester United',38,21,5,12,68, nan,51,38, 13]
[4, 'Manchester United',38,21,6,11,69, nan,54,37, 17]
[4, 'Manchester United',38,22,6,10,72, nan,54,35, 19]
[4, 'Manchester United',38,22,5,11,71, nan,52,39, 13]
[5, 'Manchester United',38,22,4,12,70, nan,53,37, 16]
[5, 'Manchester United',38,21,4,13,67, nan,53,41, 12]
[4, 'Manchester United',38,22,6,10,72, nan,56,36, 20]
[5, 'Manchester United',38,20,5,13,65, nan,52,39, 13]
[4, 'Manchester United',38,22,4,12,70, nan,53,41, 12]
[6, 'Manchester United',38,21,5,12,68, nan,53,40, 13]
[4, 'Manchester United',38,24,3,11,75, nan,54,40, 14]
[3, 'Manchester United',38,21,6,11,69, nan,53,40, 13]
[3, 'Manchester United',38,23,5,10,74, nan,59,39, 20]
[6, 'Manchester United',38,20,5,13,65, nan,53,38, 15]
[4, 'Manchester United',38,22,7,9,73, nan,49,34, 15]
[4, 'Manchester United',38,22,5,11,71, nan,57,42, 15]
[5, 'Manchester United',38,20,6,12,66, nan,57,40, 17]
[4, 'Manchester United',38,22,4,12,70, nan,56,40, 16]
[7, 'Manchester United',38,21,4,13,67, nan,49,39, 10]
[6, 'Manchester United',38,22,4,12,70, nan,57,44, 13]
[4, 'Manchester United',38,23,5,10,74, nan,55,38, 17]
[4, 'Manchester United',38,22,3,13,69, nan,50,39, 11]
[4, 'Manchester United',38,22,5,11,71, nan,57,39, 18]
[5, 'Manchester United',38,23,4,11,73, nan,54,39, 15]
[4, 'Manchester United',38,22,6,10,72, nan,52,39, 13]
[4, 'Manchester United',38,23,3,12,72, nan,54,42, 12]
[7, 'Manchester United',38,20,5,13,65, nan,46,40, 6]
[3, 'Manchester United',38,24,3,11,75, nan,55,36, 19]
[4, 'Manchester United',38,22,3,13,69, nan,57,44, 13]
[5, 'Manchester United',38,21,5,12,68, nan,56,42, 14]
[4, 'Manchester United',38,21,4,13,67, nan,51,42, 9]
[6, 'Manchester United',38,20,8,10,68, nan,44,35, 9]
[4, 'Manchester United',38,22,3,13,69, nan,47,43, 4]
[4, 'Manchester United',38,22,4,12,70, nan,53,44, 9]
[5, 'Manchester United',38,21,5,12,68, nan,49,38, 11]
[4, 'Manchester United',38,22,7,9,73, nan,54,38, 16]
[6, 'Manchester United',38,20,4,14,64, nan,53,44, 9]
[6, 'Manchester United',38,20,3,15,63, nan,49,44, 5]
[5, 'Manchester United',38,22,4,12,70, nan,56,41, 15]
[4, 'Manchester United',38,22,3,13,69, nan,54,44, 10]
[5, 'Manchester United',38,22,4,12,70, nan,53,39, 14]
[4, 'Manchester United',38,25,2,11,77, nan,59,41, 18]
[6, 'Manchester United',38,21,5,12,68, nan,56,40, 16]
[4, 'Manchester United',38,23,4,11,73, nan,63,40, 23]
[4, 'Manchester United',38,20,6,12,66, nan,48,41, 7]
[5, 'Manchester United',38,21,4,13,67, nan,52,43, 9]
[6, 'Manchester United',38,21,3,14,66, nan,56,44, 12]
[6, 'Manchester United',38,20,4,14,64, nan,49,45, 4]
[5, 'Manchester United',38,20,3,15,63, nan,52,45, 7]
[4, 'Manchester United',38,22,3,13,69, nan,56,41, 15]
[7, 'Manchester United',38,20,2,16,62, nan,50,48, 2]
[5, 'Manchester United',38,22,4,12,70, nan,55,41, 14]
[4, 'Manchester United',38,21,5,12,68, nan,55,43, 12]
[5, 'Manchester United',38,23,2,13,71, nan,57,40, 17]
[5, 'Manchester United',38,20,8,10,68, nan,49,34, 15]
[4, 'Manchester United',38,23,3,12,72, nan,55,37, 18]
[5, 'Manchester United',38,20,3,15,63, nan,55,44, 11]
[5, 'Manchester United',38,20,3,15,63, nan,51,44, 7]
[3, 'Manchester United',38,22,4,12,70, nan,54,41, 13]
[4, 'Manchester United',38,24,3,11,75, nan,58,40, 18]
[4, 'Manchester United',38,23,5,10,74, nan,63,36, 27]
[4, 'Manchester United',38,23,5,10,74, nan,60,41, 19]
[5, 'Manchester United',38,22,2,14,68, nan,53,43, 10]
[3, 'Manchester United',38,24,2,12,74, nan,51,39, 12]
[5, 'Manchester United',38,22,4,12,70, nan,56,44, 12]
[6, 'Manchester United',38,21,4,13,67, nan,58,42, 16]
[4, 'Manchester United',38,22,6,10,72, nan,56,39, 17]
[4, 'Manchester United',38,22,2,14,68, nan,59,45, 14]
[4, 'Manchester United',38,21,5,12,68, nan,51,38, 13]
[4, 'Manchester United',38,23,5,10,74, nan,53,36, 17]
[6, 'Manchester United',38,20,7,11,67, nan,52,40, 12]
[5, 'Manchester United',38,20,7,11,67, nan,50,38, 12]
[4, 'Manchester United',38,22,3,13,69, nan,53,44, 9]
[3, 'Manchester United',38,23,5,10,74, nan,52,39, 13]
[4, 'Manchester United',38,25,3,10,78, nan,52,36, 16]
[5, 'Manchester United',38,21,5,12,68, nan,54,43, 11]
[6, 'Manchester United',38,20,6,12,66, nan,52,39, 13]
[3, 'Manchester United',38,23,5,10,74, nan,62,41, 21]
[4, 'Manchester United',38,21,5,12,68, nan,53,41, 12]
[3, 'Manchester United',38,24,4,10,76, nan,55,37, 18]
[3, 'Manchester United',38,20,7,11,67, nan,48,42, 6]
[7, 'Manchester United',38,21,3,14,66, nan,54,45, 9]
[6, 'Manchester United',38,21,3,14,66, nan,51,41, 10]
[4, 'Manchester United',38,22,6,10,72, nan,56,37, 19]
[5, 'Manchester United',38,21,4,13,67, nan,56,44, 12]
[4, 'Manchester United',38,21,5,12,68, nan,55,44, 11]
[4, 'Manchester United',38,22,5,11,71, nan,49,36, 13]
[7, 'Manchester United',38,20,3,15,63, nan,53,42, 11]
[4, 'Manchester United',38,21,7,10,70, nan,51,39, 12]
[4, 'Manchester United',38,21,3,14,66, nan,52,42, 10]
[4, 'Manchester United',38,24,5,9,77, nan,57,38, 19]
[3, 'Manchester United',38,22,4,12,70, nan,54,38, 16]
[3, 'Manchester United',38,25,2,11,77, nan,51,36, 15]
[5, 'Manchester United',38,22,3,13,69, nan,55,45, 10]
[4, 'Manchester United',38,21,5,12,68, nan,64,41, 23]
[5, 'Manchester United',38,20,4,14,64, nan,48,40, 8]
[5, 'Manchester United',38,21,6,11,69, nan,52,40, 12]
[3, 'Manchester United',38,23,3,12,72, nan,54,40, 14]
[4, 'Manchester United',38,20,5,13,65, nan,55,43, 12]
[6, 'Manchester United',38,20,4,14,64, nan,52,44, 8]
[5, 'Manchester United',38,22,6,10,72, nan,58,38, 20]
[5, 'Manchester United',38,21,3,14,66, nan,49,42, 7]
[4, 'Manchester United',38,22,4,12,70, nan,52,39, 13]
[5, 'Manchester United',38,21,7,10,70, nan,50,39, 11]
[5, 'Manchester United',38,21,3,14,66, nan,51,44, 7]
[4, 'Manchester United',38,22,4,12,70, nan,52,40, 12]
[6, 'Manchester United',38,20,6,12,66, nan,48,37, 11]
[4, 'Manchester United',38,20,5,13,65, nan,53,46, 7]
[5, 'Manchester United',38,21,2,15,65, nan,51,43, 8]
[3, 'Manchester United',38,24,2,12,74, nan,57,37, 20]
[5, 'Manchester United',38,21,4,13,67, nan,50,39, 11]
[5, 'Manchester United',38,19,5,14,62, nan,53,47, 6]
[4, 'Manchester United',38,20,4,14,64, nan,50,42, 8]
[4, 'Manchester United',38,22,8,8,74, nan,51,33, 18]
[5, 'Manchester United',38,22,4,12,70, nan,52,36, 16]
[5, 'Manchester United',38,22,3,13,69, nan,53,41, 12]
[4, 'Manchester United',38,21,5,12,68, nan,50,39, 11]
[4, 'Manchester United',38,21,4,13,67, nan,52,41, 11]
[4, 'Manchester United',38,21,6,11,69, nan,48,38, 10]
[3, 'Manchester United',38,22,5,11,71, nan,56,38, 18]
[4, 'Manchester United',38,22,6,10,72, nan,51,36, 15]
[6, 'Manchester United',38,21,2,15,65, nan,57,49, 8]
[3, 'Manchester United',38,23,2,13,71, nan,54,40, 14]
[4, 'Manchester United',38,23,4,11,73, nan,59,38, 21]
[7, 'Manchester United',38,21,4,13,67, nan,52,41, 11]
[4, 'Manchester United',38,21,6,11,69, nan,63,40, 23]
[6, 'Manchester United',38,22,4,12,70, nan,57,37, 20]
[6, 'Manchester United',38,19,6,13,63, nan,49,44, 5]
[3, 'Manchester United',38,22,5,11,71, nan,51,38, 13]
[5, 'Manchester United',38,23,4,11,73, nan,52,37, 15]
[5, 'Manchester United',38,20,6,12,66, nan,54,45, 9]
[6, 'Manchester United',38,22,4,12,70, nan,52,41, 11]
[4, 'Manchester United',38,22,4,12,70, nan,56,39, 17]
[5, 'Manchester United',38,19,5,14,62, nan,48,42, 6]
[5, 'Manchester United',38,21,6,11,69, nan,47,36, 11]
[6, 'Manchester United',38,20,5,13,65, nan,53,42, 11]
[3, 'Manchester United',38,23,5,10,74, nan,53,41, 12]
[5, 'Manchester United',38,21,6,11,69, nan,50,39, 11]
[4, 'Manchester United',38,21,8,9,71, nan,55,36, 19]
[5, 'Manchester United',38,20,6,12,66, nan,49,41, 8]
[5, 'Manchester United',38,20,6,12,66, nan,48,46, 2]
[4, 'Manchester United',38,22,5,11,71, nan,59,41, 18]
[4, 'Manchester United',38,22,4,12,70, nan,51,37, 14]
[5, 'Manchester United',38,21,3,14,66, nan,56,51, 5]
[4, 'Manchester United',38,21,5,12,68, nan,54,41, 13]
[5, 'Manchester United',38,21,4,13,67, nan,54,45, 9]
[6, 'Manchester United',38,20,8,10,68, nan,57,41, 16]
[6, 'Manchester United',38,20,2,16,62, nan,50,45, 5]
[6, 'Manchester United',38,20,3,15,63, nan,51,44, 7]
[5, 'Manchester United',38,21,2,15,65, nan,50,43, 7]
[4, 'Manchester United',38,22,9,7,75, nan,57,35, 22]
[4, 'Manchester United',38,21,4,13,67, nan,47,42, 5]
[4, 'Manchester United',38,22,3,13,69, nan,52,42, 10]
[4, 'Manchester United',38,22,3,13,69, nan,52,38, 14]
[4, 'Manchester United',38,21,5,12,68, nan,53,39, 14]
[5, 'Manchester United',38,21,2,15,65, nan,52,41, 11]
[5, 'Manchester United',38,21,5,12,68, nan,53,40, 13]
[6, 'Manchester United',38,20,5,13,65, nan,51,42, 9]
[4, 'Manchester United',38,22,2,14,68, nan,57,48, 9]
[4, 'Manchester United',38,22,4,12,70, nan,50,38, 12]
[3, 'Manchester United',38,22,5,11,71, nan,48,36, 12]
[4, 'Manchester United',38,22,3,13,69, nan,51,43, 8]
[4, 'Manchester United',38,22,4,12,70, nan,55,41, 14]
[4, 'Manchester United',38,23,3,12,72, nan,51,36, 15]
[4, 'Manchester United',38,20,8,10,68, nan,54,34, 20]
[5, 'Manchester United',38,21,5,12,68, nan,53,41, 12]
[5, 'Manchester United',38,22,3,13,69, nan,54,44, 10]
[5, 'Manchester United',38,23,3,12,72, nan,56,40, 16]
[4, 'Manchester United',38,22,2,14,68, nan,51,45, 6]
[3, 'Manchester United',38,23,5,10,74, nan,56,37, 19]
[6, 'Manchester United',38,21,4,13,67, nan,52,40, 12]
[4, 'Manchester United',38,24,4,10,76, nan,55,38, 17]
[7, 'Manchester United',38,20,3,15,63, nan,55,47, 8]
[4, 'Manchester United',38,21,5,12,68, nan,51,38, 13]
[5, 'Manchester United',38,21,4,13,67, nan,52,43, 9]
[5, 'Manchester United',38,21,5,12,68, nan,49,38, 11]
[5, 'Manchester United',38,22,3,13,69, nan,52,42, 10]
[4, 'Manchester United',38,23,6,9,75, nan,55,39, 16]
[4, 'Manchester United',38,21,6,11,69, nan,54,37, 17]
[5, 'Manchester United',38,20,6,12,66, nan,54,43, 11]
[7, 'Manchester United',38,20,5,13,65, nan,54,46, 8]
[4, 'Manchester United',38,24,3,11,75, nan,61,39, 22]
[6, 'Manchester United',38,20,3,15,63, nan,52,47, 5]
[6, 'Manchester United',38,21,2,15,65, nan,52,45, 7]
[4, 'Manchester United',38,22,3,13,69, nan,53,41, 12]
[5, 'Manchester United',38,22,2,14,68, nan,56,46, 10]
[4, 'Manchester United',38,23,3,12,72, nan,54,40, 14]
[3, 'Manchester United',38,22,6,10,72, nan,52,36, 16]
[4, 'Manchester United',38,23,4,11,73, nan,57,41, 16]
[7, 'Manchester United',38,21,4,13,67, nan,51,45, 6]
[6, 'Manchester United',38,20,3,15,63, nan,45,46, -1]
[5, 'Manchester United',38,21,5,12,68, nan,56,39, 17]
[4, 'Manchester United',38,22,2,14,68, nan,52,39, 13]
[4, 'Manchester United',38,23,5,10,74, nan,52,35, 17]
[4, 'Manchester United',38,22,4,12,70, nan,58,39, 19]
[4, 'Manchester United',38,21,6,11,69, nan,58,43, 15]
[3, 'Manchester United',38,22,6,10,72, nan,54,37, 17]
[6, 'Manchester United',38,21,4,13,67, nan,57,41, 16]
[5, 'Manchester United',38,24,5,9,77, nan,55,36, 19]
[8, 'Manchester United',38,20,4,14,64, nan,50,44, 6]
[4, 'Manchester United',38,20,6,12,66, nan,51,40, 11]
[3, 'Manchester United',38,22,9,7,75, nan,54,34, 20]
[6, 'Manchester United',38,20,5,13,65, nan,49,44, 5]
[4, 'Manchester United',38,21,7,10,70, nan,52,37, 15]
[5, 'Manchester United',38,21,5,12,68, nan,60,42, 18]
[6, 'Manchester United',38,20,3,15,63, nan,50,42, 8]
[5, 'Manchester United',38,21,3,14,66, nan,50,43, 7]
[5, 'Manchester United',38,20,6,12,66, nan,52,43, 9]
[4, 'Manchester United',38,21,3,14,66, nan,56,44, 12]
[4, 'Manchester United',38,21,6,11,69, nan,50,38, 12]
[4, 'Manchester United',38,22,5,11,71, nan,57,40, 17]
[5, 'Manchester United',38,21,6,11,69, nan,56,38, 18]
[7, 'Manchester United',38,20,5,13,65, nan,51,44, 7]
[6, 'Manchester United',38,21,2,15,65, nan,48,45, 3]
[5, 'Manchester United',38,22,5,11,71, nan,49,40, 9]
[4, 'Manchester United',38,22,6,10,72, nan,52,40, 12]
[5, 'Manchester United',38,20,3,15,63, nan,52,45, 7]
[4, 'Manchester United',38,21,5,12,68, nan,54,41, 13]
[3, 'Manchester United',38,23,5,10,74, nan,53,35, 18]
[4, 'Manchester United',38,21,6,11,69, nan,58,43, 15]
[6, 'Manchester United',38,20,5,13,65, nan,50,44, 6]
[4, 'Manchester United',38,21,3,14,66, nan,55,45, 10]
[5, 'Manchester United',38,23,4,11,73, nan,50,38, 12]
[4, 'Manchester United',38,22,5,11,71, nan,50,38, 12]
[4, 'Manchester United',38,22,6,10,72, nan,54,41, 13]
[4, 'Manchester United',38,22,6,10,72, nan,61,42, 19]
[6, 'Manchester United',38,21,3,14,66, nan,51,42, 9]
[4, 'Manchester United',38,22,5,11,71, nan,52,37, 15]
[4, 'Manchester United',38,21,8,9,71, nan,56,39, 17]
[5, 'Manchester United',38,22,3,13,69, nan,51,38, 13]
[4, 'Manchester United',38,21,6,11,69, nan,49,36, 13]
[6, 'Manchester United',38,21,3,14,66, nan,56,44, 12]
[5, 'Manchester United',38,20,6,12,66, nan,53,41, 12]
[4, 'Manchester United',38,23,2,13,71, nan,58,43, 15]
[5, 'Manchester United',38,21,4,13,67, nan,52,43, 9]
[4, 'Manchester United',38,20,4,14,64, nan,52,43, 9]
[4, 'Manchester United',38,21,5,12,68, nan,53,38, 15]
[5, 'Manchester United',38,23,5,10,74, nan,59,38, 21]
[4, 'Manchester United',38,21,3,14,66, nan,56,46, 10]
[6, 'Manchester United',38,20,6,12,66, nan,47,39, 8]
[6, 'Manchester United',38,21,3,14,66, nan,57,43, 14]
[5, 'Manchester United',38,21,5,12,68, nan,50,39, 11]
[4, 'Manchester United',38,24,3,11,75, nan,57,38, 19]
[4, 'Manchester United',38,22,3,13,69, nan,51,43, 8]
[6, 'Manchester United',38,21,6,11,69, nan,48,39, 9]
[4, 'Manchester United',38,22,7,9,73, nan,56,37, 19]
[4, 'Manchester United',38,21,5,12,68, nan,50,41, 9]
[5, 'Manchester United',38,21,4,13,67, nan,51,37, 14]
[4, 'Manchester United',38,22,5,11,71, nan,56,37, 19]
[7, 'Manchester United',38,20,3,15,63, nan,48,45, 3]
[4, 'Manchester United',38,21,7,10,70, nan,51,36, 15]
[3, 'Manchester United',38,22,6,10,72, nan,53,36, 17]
[5, 'Manchester United',38,22,4,12,70, nan,58,39, 19]
[4, 'Manchester United',38,23,3,12,72, nan,57,38, 19]
[4, 'Manchester United',38,22,4,12,70, nan,53,41, 12]
[6, 'Manchester United',38,20,3,15,63, nan,54,44, 10]
[6, 'Manchester United',38,21,5,12,68, nan,55,42, 13]
[4, 'Manchester United',38,22,5,11,71, nan,56,38, 18]
[5, 'Manchester United',38,22,2,14,68, nan,51,43, 8]
[7, 'Manchester United',38,21,4,13,67, nan,49,42, 7]
[3, 'Manchester United',38,22,6,10,72, nan,59,38, 21]
[4, 'Manchester United',38,23,3,12,72, nan,56,38, 18]
[4, 'Manchester United',38,22,4,12,70, nan,61,40, 21]
[5, 'Manchester United',38,20,8,10,68, nan,54,38, 16]
[3, 'Manchester United',38,23,2,13,71, nan,54,41, 13]
[4, 'Manchester United',38,23,7,8,76, nan,55,37, 18]
[6, 'Manchester United',38,20,4,14,64, nan,52,42, 10]
[6, 'Manchester United',38,21,4,13,67, nan,60,44, 16]
[7, 'Manchester United',38,20,5,13,65, nan,51,40, 11]
[6, 'Manchester United',38,20,4,14,64, nan,50,44, 6]
[5, 'Manchester United',38,21,6,11,69, nan,57,44, 13]
[6, 'Manchester United',38,21,4,13,67, nan,54,42, 12]
[4, 'Manchester United',38,23,2,13,71, nan,52,43, 9]
[4, 'Manchester United',38,19,7,12,64, nan,55,42, 13]
[5, 'Manchester United',38,23,3,12,72, nan,53,38, 15]
[6, 'Manchester United',38,20,6,12,66, nan,53,41, 12]
[4, 'Manchester United',38,22,5,11,71, nan,55,37, 18]
[6, 'Manchester United',38,20,5,13,65, nan,47,42, 5]
[5, 'Manchester United',38,22,3,13,69, nan,51,45, 6]
[5, 'Manchester United',38,21,6,11,69, nan,47,42, 5]
[4, 'Manchester United',38,22,5,11,71, nan,56,41, 15]
[4, 'Manchester United',38,22,4,12,70, nan,51,40, 11]
[4, 'Manchester United',38,21,3,14,66, nan,48,44, 4]
[5, 'Manchester United',38,21,3,14,66, nan,52,44, 8]
[4, 'Manchester United',38,21,3,14,66, nan,54,42, 12]
[6, 'Manchester United',38,20,4,14,64, nan,51,46, 5]
[5, 'Manchester United',38,22,3,13,69, nan,55,43, 12]
[5, 'Manchester United',38,21,4,13,67, nan,53,46, 7]
[5, 'Manchester United',38,21,3,14,66, nan,54,39, 15]
[5, 'Manchester United',38,21,5,12,68, nan,50,38, 12]
[5, 'Manchester United',38,21,6,11,69, nan,48,35, 13]
[4, 'Manchester United',38,22,3,13,69, nan,54,43, 11]
[6, 'Manchester United',38,21,3,14,66, nan,50,43, 7]
[5, 'Manchester United',38,21,4,13,67, nan,52,41, 11]
[6, 'Manchester United',38,20,5,13,65, nan,55,43, 12]
[3, 'Manchester United',38,23,5,10,74, nan,53,36, 17]
[3, 'Manchester United',38,21,4,13,67, nan,49,39, 10]
[6, 'Manchester United',38,21,5,12,68, nan,57,43, 14]
[4, 'Manchester United',38,21,4,13,67, nan,55,43, 12]
[5, 'Manchester United',38,21,6,11,69, nan,50,39, 11]
[7, 'Manchester United',38,20,5,13,65, nan,52,45, 7]
[4, 'Manchester United',38,21,5,12,68, nan,54,40, 14]
[3, 'Manchester United',38,21,9,8,72, nan,50,33, 17]
[3, 'Manchester United',38,22,4,12,70, nan,59,39, 20]
[6, 'Manchester United',38,19,6,13,63, nan,52,40, 12]
[4, 'Manchester United',38,21,5,12,68, nan,51,41, 10]
[4, 'Manchester United',38,21,5,12,68, nan,51,43, 8]
[4, 'Manchester United',38,23,4,11,73, nan,50,40, 10]
[6, 'Manchester United',38,21,2,15,65, nan,52,44, 8]
[5, 'Manchester United',38,21,4,13,67, nan,55,41, 14]
[4, 'Manchester United',38,22,5,11,71, nan,57,39, 18]
[5, 'Manchester United',38,21,3,14,66, nan,51,42, 9]
[4, 'Manchester United',38,23,5,10,74, nan,55,41, 14]
[4, 'Manchester United',38,21,5,12,68, nan,51,40, 11]
[5, 'Manchester United',38,22,4,12,70, nan,58,42, 16]
[5, 'Manchester United',38,22,5,11,71, nan,50,38, 12]
[5, 'Manchester United',38,21,6,11,69, nan,53,39, 14]
[5, 'Manchester United',38,21,3,14,66, nan,50,44, 6]
[3, 'Manchester United',38,22,5,11,71, nan,58,45, 13]
[7, 'Manchester United',38,20,3,15,63, nan,47,43, 4]
[4, 'Manchester United',38,22,4,12,70, nan,51,40, 11]
[4, 'Manchester United',38,23,4,11,73, nan,53,34, 19]
[5, 'Manchester United',38,22,3,13,69, nan,55,36, 19]
[5, 'Manchester United',38,20,2,16,62, nan,49,47, 2]
[4, 'Manchester United',38,21,5,12,68, nan,58,42, 16]
[6, 'Manchester United',38,21,6,11,69, nan,50,37, 13]
[4, 'Manchester United',38,22,6,10,72, nan,54,35, 19]
[4, 'Manchester United',38,23,5,10,74, nan,56,36, 20]
[3, 'Manchester United',38,22,5,11,71, nan,49,37, 12]
