Start,Team,Games,Wins,Draws,Losses,Points,No,Scored,Against,End
[16, 'Fulham',38,9,9,20,36, nan,42,56, -14]
[15, 'Fulham',38,10,7,21,37, nan,44,59, -15]
[15, 'Fulham',38,8,11,19,35, nan,42,61, -19]
[16, 'Fulham',38,9,8,21,35, nan,42,58, -16]
[19, 'Fulham',38,6,8,24,26, nan,35,58, -23]
[18, 'Fulham',38,7,8,23,29, nan,39,61, -22]
[17, 'Fulham',38,8,10,20,34, nan,40,52, -12]
[14, 'Fulham',38,11,7,20,40, nan,42,55, -13]
[16, 'Fulham',38,10,11,17,41, nan,43,52, -9]
[17, 'Fulham',38,8,10,20,34, nan,38,57, -19]
[16, 'Fulham',38,8,9,21,33, nan,38,59, -21]
[17, 'Fulham',38,10,7,21,37, nan,41,54, -13]
[17, 'Fulham',38,8,9,21,33, nan,37,54, -17]
[16, 'Fulham',38,10,8,20,38, nan,41,57, -16]
[18, 'Fulham',38,8,9,21,33, nan,38,54, -16]
[15, 'Fulham',38,9,12,17,39, nan,42,51, -9]
[19, 'Fulham',38,7,9,22,30, nan,36,55, -19]
[18, 'Fulham',38,8,9,21,33, nan,44,67, -23]
[15, 'Fulham',38,10,8,20,38, nan,40,55, -15]
[17, 'Fulham',38,7,7,24,28, nan,43,65, -22]
[13, 'Fulham',38,11,9,18,42, nan,46,55, -9]
[19, 'Fulham',38,7,8,23,29, nan,42,64, -22]
[16, 'Fulham',38,9,6,23,33, nan,41,60, -19]
[15, 'Fulham',38,9,8,21,35, nan,38,57, -19]
[17, 'Fulham',38,8,10,20,34, nan,40,59, -19]
[13, 'Fulham',38,10,12,16,42, nan,41,48, -7]
[17, 'Fulham',38,8,10,20,34, nan,38,54, -16]
[17, 'Fulham',38,9,8,21,35, nan,40,59, -19]
[15, 'Fulham',38,10,8,20,38, nan,43,59, -16]
[16, 'Fulham',38,10,10,18,40, nan,44,54, -10]
[15, 'Fulham',38,10,12,16,42, nan,46,51, -5]
[15, 'Fulham',38,11,6,21,39, nan,44,59, -15]
[17, 'Fulham',38,8,8,22,32, nan,37,54, -17]
[16, 'Fulham',38,8,13,17,37, nan,43,52, -9]
[17, 'Fulham',38,7,11,20,32, nan,37,58, -21]
[17, 'Fulham',38,9,10,19,37, nan,44,60, -16]
[17, 'Fulham',38,8,10,20,34, nan,47,65, -18]
[17, 'Fulham',38,8,10,20,34, nan,40,62, -22]
[17, 'Fulham',38,9,10,19,37, nan,42,52, -10]
[16, 'Fulham',38,9,9,20,36, nan,45,58, -13]
[16, 'Fulham',38,9,8,21,35, nan,41,54, -13]
[20, 'Fulham',38,8,7,23,31, nan,42,70, -28]
[19, 'Fulham',38,8,8,22,32, nan,39,61, -22]
[14, 'Fulham',38,9,13,16,40, nan,42,51, -9]
[16, 'Fulham',38,11,7,20,40, nan,42,52, -10]
[14, 'Fulham',38,10,9,19,39, nan,46,60, -14]
[16, 'Fulham',38,9,10,19,37, nan,41,55, -14]
[16, 'Fulham',38,9,11,18,38, nan,40,51, -11]
[15, 'Fulham',38,11,9,18,42, nan,41,54, -13]
[18, 'Fulham',38,8,7,23,31, nan,44,62, -18]
[19, 'Fulham',38,5,10,23,25, nan,38,67, -29]
[18, 'Fulham',38,8,8,22,32, nan,39,56, -17]
[13, 'Fulham',38,13,6,19,45, nan,43,56, -13]
[20, 'Fulham',38,7,6,25,27, nan,40,70, -30]
[16, 'Fulham',38,8,12,18,36, nan,47,57, -10]
[17, 'Fulham',38,10,7,21,37, nan,44,60, -16]
[18, 'Fulham',38,8,6,24,30, nan,39,61, -22]
[15, 'Fulham',38,11,8,19,41, nan,42,55, -13]
[18, 'Fulham',38,8,6,24,30, nan,42,59, -17]
[14, 'Fulham',38,11,9,18,42, nan,40,51, -11]
[15, 'Fulham',38,9,8,21,35, nan,44,57, -13]
[16, 'Fulham',38,10,8,20,38, nan,41,59, -18]
[19, 'Fulham',38,7,6,25,27, nan,39,65, -26]
[16, 'Fulham',38,9,9,20,36, nan,41,56, -15]
[15, 'Fulham',38,11,10,17,43, nan,44,51, -7]
[16, 'Fulham',38,8,12,18,36, nan,40,54, -14]
[17, 'Fulham',38,8,9,21,33, nan,38,53, -15]
[16, 'Fulham',38,8,14,16,38, nan,44,59, -15]
[14, 'Fulham',38,10,12,16,42, nan,43,56, -13]
[16, 'Fulham',38,10,8,20,38, nan,42,57, -15]
[16, 'Fulham',38,10,9,19,39, nan,44,56, -12]
[16, 'Fulham',38,10,7,21,37, nan,38,52, -14]
[15, 'Fulham',38,9,10,19,37, nan,42,57, -15]
[15, 'Fulham',38,9,11,18,38, nan,41,54, -13]
[17, 'Fulham',38,8,10,20,34, nan,40,58, -18]
[16, 'Fulham',38,9,11,18,38, nan,43,53, -10]
[14, 'Fulham',38,11,9,18,42, nan,49,62, -13]
[19, 'Fulham',38,7,8,23,29, nan,39,58, -19]
[17, 'Fulham',38,9,8,21,35, nan,43,62, -19]
[15, 'Fulham',38,10,8,20,38, nan,43,54, -11]
[17, 'Fulham',38,9,7,22,34, nan,39,54, -15]
[15, 'Fulham',38,11,9,18,42, nan,45,55, -10]
[19, 'Fulham',38,7,7,24,28, nan,39,65, -26]
[15, 'Fulham',38,10,10,18,40, nan,42,55, -13]
[11, 'Fulham',38,12,12,14,48, nan,45,48, -3]
[16, 'Fulham',38,9,8,21,35, nan,39,52, -13]
[18, 'Fulham',38,7,9,22,30, nan,41,63, -22]
[12, 'Fulham',38,11,10,17,43, nan,41,51, -10]
[19, 'Fulham',38,7,8,23,29, nan,41,63, -22]
[16, 'Fulham',38,9,7,22,34, nan,38,70, -32]
[16, 'Fulham',38,8,13,17,37, nan,38,50, -12]
[17, 'Fulham',38,9,7,22,34, nan,42,67, -25]
[17, 'Fulham',38,8,11,19,35, nan,41,58, -17]
[17, 'Fulham',38,7,9,22,30, nan,42,62, -20]
[14, 'Fulham',38,10,9,19,39, nan,42,54, -12]
[16, 'Fulham',38,8,8,22,32, nan,42,60, -18]
[14, 'Fulham',38,14,4,20,46, nan,46,57, -11]
[15, 'Fulham',38,10,8,20,38, nan,40,55, -15]
[15, 'Fulham',38,8,10,20,34, nan,39,55, -16]
[13, 'Fulham',38,10,10,18,40, nan,43,54, -11]
[17, 'Fulham',38,9,9,20,36, nan,44,60, -16]
[16, 'Fulham',38,10,8,20,38, nan,42,57, -15]
[14, 'Fulham',38,10,9,19,39, nan,45,59, -14]
[16, 'Fulham',38,9,11,18,38, nan,44,54, -10]
[19, 'Fulham',38,6,10,22,28, nan,41,65, -24]
[18, 'Fulham',38,7,10,21,31, nan,41,61, -20]
[16, 'Fulham',38,9,9,20,36, nan,41,55, -14]
[18, 'Fulham',38,7,11,20,32, nan,38,55, -17]
[12, 'Fulham',38,13,7,18,46, nan,42,51, -9]
[19, 'Fulham',38,7,7,24,28, nan,40,60, -20]
[10, 'Fulham',38,12,10,16,46, nan,46,52, -6]
[17, 'Fulham',38,7,11,20,32, nan,43,61, -18]
[17, 'Fulham',38,9,8,21,35, nan,41,60, -19]
[19, 'Fulham',38,6,9,23,27, nan,38,60, -22]
[16, 'Fulham',38,10,6,22,36, nan,43,60, -17]
[16, 'Fulham',38,9,9,20,36, nan,39,55, -16]
[18, 'Fulham',38,9,10,19,37, nan,42,52, -10]
[15, 'Fulham',38,9,9,20,36, nan,43,54, -11]
[15, 'Fulham',38,11,10,17,43, nan,41,53, -12]
[17, 'Fulham',38,8,8,22,32, nan,40,61, -21]
[19, 'Fulham',38,7,9,22,30, nan,38,57, -19]
[16, 'Fulham',38,10,7,21,37, nan,41,56, -15]
[15, 'Fulham',38,10,10,18,40, nan,42,54, -12]
[17, 'Fulham',38,8,12,18,36, nan,40,53, -13]
[19, 'Fulham',38,8,7,23,31, nan,41,61, -20]
[15, 'Fulham',38,8,10,20,34, nan,41,60, -19]
[17, 'Fulham',38,7,10,21,31, nan,41,65, -24]
[18, 'Fulham',38,8,10,20,34, nan,40,59, -19]
[17, 'Fulham',38,9,8,21,35, nan,43,59, -16]
[17, 'Fulham',38,8,7,23,31, nan,39,61, -22]
[16, 'Fulham',38,9,10,19,37, nan,44,58, -14]
[16, 'Fulham',38,8,9,21,33, nan,43,60, -17]
[15, 'Fulham',38,9,11,18,38, nan,40,49, -9]
[16, 'Fulham',38,7,12,19,33, nan,40,55, -15]
[16, 'Fulham',38,10,8,20,38, nan,45,59, -14]
[18, 'Fulham',38,8,11,19,35, nan,42,63, -21]
[17, 'Fulham',38,7,12,19,33, nan,41,57, -16]
[16, 'Fulham',38,8,12,18,36, nan,38,49, -11]
[16, 'Fulham',38,8,11,19,35, nan,43,58, -15]
[15, 'Fulham',38,9,12,17,39, nan,40,50, -10]
[17, 'Fulham',38,9,8,21,35, nan,40,60, -20]
[16, 'Fulham',38,8,12,18,36, nan,39,53, -14]
[17, 'Fulham',38,8,10,20,34, nan,41,58, -17]
[17, 'Fulham',38,8,10,20,34, nan,39,54, -15]
[17, 'Fulham',38,8,11,19,35, nan,42,50, -8]
[15, 'Fulham',38,10,8,20,38, nan,44,61, -17]
[15, 'Fulham',38,11,7,20,40, nan,41,60, -19]
[16, 'Fulham',38,9,9,20,36, nan,40,57, -17]
[17, 'Fulham',38,8,11,19,35, nan,41,57, -16]
[16, 'Fulham',38,9,9,20,36, nan,43,56, -13]
[18, 'Fulham',38,8,8,22,32, nan,42,60, -18]
[14, 'Fulham',38,9,8,21,35, nan,41,58, -17]
[16, 'Fulham',38,10,8,20,38, nan,44,56, -12]
[18, 'Fulham',38,7,13,18,34, nan,45,59, -14]
[16, 'Fulham',38,9,10,19,37, nan,43,56, -13]
[16, 'Fulham',38,9,11,18,38, nan,41,55, -14]
[17, 'Fulham',38,8,11,19,35, nan,41,60, -19]
[15, 'Fulham',38,10,8,20,38, nan,45,58, -13]
[18, 'Fulham',38,8,9,21,33, nan,41,59, -18]
[17, 'Fulham',38,10,7,21,37, nan,42,62, -20]
[16, 'Fulham',38,9,11,18,38, nan,45,54, -9]
[18, 'Fulham',38,7,8,23,29, nan,39,60, -21]
[18, 'Fulham',38,8,11,19,35, nan,41,60, -19]
[17, 'Fulham',38,9,9,20,36, nan,40,53, -13]
[13, 'Fulham',38,11,8,19,41, nan,43,56, -13]
[18, 'Fulham',38,8,8,22,32, nan,41,60, -19]
[14, 'Fulham',38,10,11,17,41, nan,39,50, -11]
[18, 'Fulham',38,8,10,20,34, nan,42,61, -19]
[18, 'Fulham',38,10,7,21,37, nan,41,58, -17]
[17, 'Fulham',38,8,10,20,34, nan,38,56, -18]
[17, 'Fulham',38,8,11,19,35, nan,40,53, -13]
[15, 'Fulham',38,11,7,20,40, nan,42,59, -17]
[17, 'Fulham',38,8,7,23,31, nan,43,61, -18]
[17, 'Fulham',38,8,10,20,34, nan,38,62, -24]
[17, 'Fulham',38,8,10,20,34, nan,43,62, -19]
[17, 'Fulham',38,8,9,21,33, nan,40,57, -17]
[17, 'Fulham',38,8,10,20,34, nan,42,61, -19]
[18, 'Fulham',38,8,9,21,33, nan,39,56, -17]
[16, 'Fulham',38,9,12,17,39, nan,42,57, -15]
[17, 'Fulham',38,8,11,19,35, nan,43,56, -13]
[15, 'Fulham',38,10,10,18,40, nan,39,52, -13]
[15, 'Fulham',38,10,8,20,38, nan,43,51, -8]
[17, 'Fulham',38,9,9,20,36, nan,41,58, -17]
[15, 'Fulham',38,10,8,20,38, nan,45,64, -19]
[17, 'Fulham',38,7,10,21,31, nan,42,61, -19]
[18, 'Fulham',38,7,6,25,27, nan,40,64, -24]
[15, 'Fulham',38,8,15,15,39, nan,43,50, -7]
[18, 'Fulham',38,8,8,22,32, nan,39,61, -22]
[18, 'Fulham',38,7,8,23,29, nan,42,62, -20]
[15, 'Fulham',38,10,8,20,38, nan,41,51, -10]
[16, 'Fulham',38,10,7,21,37, nan,42,59, -17]
[17, 'Fulham',38,7,11,20,32, nan,39,54, -15]
[15, 'Fulham',38,8,12,18,36, nan,40,53, -13]
[16, 'Fulham',38,8,8,22,32, nan,42,61, -19]
[16, 'Fulham',38,8,6,24,30, nan,40,64, -24]
[18, 'Fulham',38,8,12,18,36, nan,42,60, -18]
[17, 'Fulham',38,9,7,22,34, nan,42,58, -16]
[14, 'Fulham',38,10,8,20,38, nan,44,55, -11]
[17, 'Fulham',38,8,10,20,34, nan,39,54, -15]
[15, 'Fulham',38,9,12,17,39, nan,43,57, -14]
[18, 'Fulham',38,7,9,22,30, nan,39,59, -20]
[19, 'Fulham',38,7,8,23,29, nan,40,64, -24]
[14, 'Fulham',38,9,10,19,37, nan,44,56, -12]
[16, 'Fulham',38,9,13,16,40, nan,42,51, -9]
[16, 'Fulham',38,10,8,20,38, nan,44,58, -14]
[16, 'Fulham',38,9,10,19,37, nan,43,57, -14]
[16, 'Fulham',38,9,10,19,37, nan,44,56, -12]
[16, 'Fulham',38,8,8,22,32, nan,42,62, -20]
[18, 'Fulham',38,7,11,20,32, nan,39,57, -18]
[16, 'Fulham',38,8,12,18,36, nan,41,59, -18]
[15, 'Fulham',38,10,9,19,39, nan,43,56, -13]
[17, 'Fulham',38,8,10,20,34, nan,42,59, -17]
[17, 'Fulham',38,7,14,17,35, nan,37,52, -15]
[19, 'Fulham',38,7,7,24,28, nan,37,60, -23]
[18, 'Fulham',38,6,10,22,28, nan,40,64, -24]
[14, 'Fulham',38,11,8,19,41, nan,43,55, -12]
[14, 'Fulham',38,13,6,19,45, nan,45,52, -7]
[16, 'Fulham',38,9,8,21,35, nan,40,56, -16]
[18, 'Fulham',38,8,9,21,33, nan,43,58, -15]
[16, 'Fulham',38,10,7,21,37, nan,43,59, -16]
[13, 'Fulham',38,13,6,19,45, nan,44,58, -14]
[17, 'Fulham',38,7,10,21,31, nan,40,57, -17]
[17, 'Fulham',38,10,7,21,37, nan,41,58, -17]
[12, 'Fulham',38,13,7,18,46, nan,43,55, -12]
[19, 'Fulham',38,7,8,23,29, nan,41,61, -20]
[17, 'Fulham',38,9,9,20,36, nan,43,60, -17]
[16, 'Fulham',38,7,12,19,33, nan,39,60, -21]
[17, 'Fulham',38,8,10,20,34, nan,45,58, -13]
[16, 'Fulham',38,9,10,19,37, nan,43,56, -13]
[16, 'Fulham',38,9,9,20,36, nan,42,58, -16]
[12, 'Fulham',38,10,14,14,44, nan,46,47, -1]
[13, 'Fulham',38,10,12,16,42, nan,42,50, -8]
[19, 'Fulham',38,7,7,24,28, nan,39,65, -26]
[17, 'Fulham',38,7,11,20,32, nan,41,61, -20]
[19, 'Fulham',38,9,7,22,34, nan,41,60, -19]
[17, 'Fulham',38,9,10,19,37, nan,41,54, -13]
[18, 'Fulham',38,8,8,22,32, nan,43,69, -26]
[16, 'Fulham',38,11,6,21,39, nan,44,58, -14]
[19, 'Fulham',38,7,9,22,30, nan,40,59, -19]
[14, 'Fulham',38,10,10,18,40, nan,40,52, -12]
[15, 'Fulham',38,9,12,17,39, nan,41,50, -9]
[18, 'Fulham',38,8,6,24,30, nan,41,62, -21]
[15, 'Fulham',38,8,11,19,35, nan,43,55, -12]
[13, 'Fulham',38,10,9,19,39, nan,42,57, -15]
[16, 'Fulham',38,9,8,21,35, nan,38,55, -17]
[17, 'Fulham',38,9,10,19,37, nan,41,55, -14]
[14, 'Fulham',38,11,7,20,40, nan,44,57, -13]
[17, 'Fulham',38,7,10,21,31, nan,40,60, -20]
[17, 'Fulham',38,10,10,18,40, nan,44,53, -9]
[18, 'Fulham',38,9,5,24,32, nan,36,55, -19]
[16, 'Fulham',38,8,11,19,35, nan,41,57, -16]
[17, 'Fulham',38,8,8,22,32, nan,41,60, -19]
[16, 'Fulham',38,9,8,21,35, nan,40,56, -16]
[14, 'Fulham',38,11,8,19,41, nan,43,56, -13]
[9, 'Fulham',38,14,8,16,50, nan,41,44, -3]
[16, 'Fulham',38,9,9,20,36, nan,40,59, -19]
[17, 'Fulham',38,8,9,21,33, nan,41,56, -15]
[16, 'Fulham',38,8,7,23,31, nan,39,60, -21]
[18, 'Fulham',38,8,9,21,33, nan,41,60, -19]
[13, 'Fulham',38,11,11,16,44, nan,43,53, -10]
[17, 'Fulham',38,9,8,21,35, nan,43,59, -16]
[18, 'Fulham',38,8,11,19,35, nan,42,57, -15]
[17, 'Fulham',38,7,11,20,32, nan,41,62, -21]
[15, 'Fulham',38,9,10,19,37, nan,42,57, -15]
[14, 'Fulham',38,10,8,20,38, nan,46,57, -11]
[16, 'Fulham',38,7,14,17,35, nan,40,56, -16]
[14, 'Fulham',38,9,10,19,37, nan,40,53, -13]
[14, 'Fulham',38,10,8,20,38, nan,46,63, -17]
[15, 'Fulham',38,10,10,18,40, nan,42,57, -15]
[15, 'Fulham',38,10,11,17,41, nan,47,53, -6]
[15, 'Fulham',38,9,12,17,39, nan,40,53, -13]
[17, 'Fulham',38,10,8,20,38, nan,40,57, -17]
[17, 'Fulham',38,8,12,18,36, nan,39,54, -15]
[19, 'Fulham',38,7,8,23,29, nan,39,58, -19]
[15, 'Fulham',38,9,10,19,37, nan,41,56, -15]
[19, 'Fulham',38,7,7,24,28, nan,38,64, -26]
[17, 'Fulham',38,9,8,21,35, nan,42,59, -17]
[16, 'Fulham',38,9,9,20,36, nan,42,57, -15]
[13, 'Fulham',38,11,11,16,44, nan,40,45, -5]
[19, 'Fulham',38,7,7,24,28, nan,40,61, -21]
[12, 'Fulham',38,10,13,15,43, nan,45,50, -5]
[17, 'Fulham',38,9,10,19,37, nan,42,60, -18]
[15, 'Fulham',38,9,10,19,37, nan,41,58, -17]
[18, 'Fulham',38,8,7,23,31, nan,40,62, -22]
[16, 'Fulham',38,8,11,19,35, nan,39,50, -11]
[16, 'Fulham',38,10,10,18,40, nan,40,49, -9]
[17, 'Fulham',38,8,7,23,31, nan,40,62, -22]
[16, 'Fulham',38,10,5,23,35, nan,41,64, -23]
[15, 'Fulham',38,8,12,18,36, nan,42,57, -15]
[12, 'Fulham',38,10,12,16,42, nan,44,55, -11]
[15, 'Fulham',38,11,7,20,40, nan,42,51, -9]
[17, 'Fulham',38,9,7,22,34, nan,36,53, -17]
[16, 'Fulham',38,8,12,18,36, nan,40,53, -13]
[12, 'Fulham',38,13,6,19,45, nan,50,58, -8]
[16, 'Fulham',38,8,10,20,34, nan,41,58, -17]
[12, 'Fulham',38,12,9,17,45, nan,45,52, -7]
[17, 'Fulham',38,8,11,19,35, nan,40,52, -12]
[18, 'Fulham',38,9,10,19,37, nan,38,53, -15]
[16, 'Fulham',38,8,10,20,34, nan,37,53, -16]
[18, 'Fulham',38,7,13,18,34, nan,40,56, -16]
[14, 'Fulham',38,10,9,19,39, nan,44,56, -12]
[15, 'Fulham',38,10,8,20,38, nan,40,56, -16]
[14, 'Fulham',38,9,11,18,38, nan,40,58, -18]
[18, 'Fulham',38,9,10,19,37, nan,41,65, -24]
[15, 'Fulham',38,10,7,21,37, nan,40,58, -18]
[15, 'Fulham',38,9,9,20,36, nan,42,57, -15]
[16, 'Fulham',38,8,11,19,35, nan,41,57, -16]
[17, 'Fulham',38,7,12,19,33, nan,38,53, -15]
[18, 'Fulham',38,8,9,21,33, nan,41,55, -14]
[20, 'Fulham',38,7,9,22,30, nan,39,58, -19]
[14, 'Fulham',38,10,10,18,40, nan,42,54, -12]
[16, 'Fulham',38,8,8,22,32, nan,42,60, -18]
[19, 'Fulham',38,7,7,24,28, nan,40,59, -19]
[16, 'Fulham',38,10,10,18,40, nan,46,57, -11]
[18, 'Fulham',38,6,10,22,28, nan,37,62, -25]
[16, 'Fulham',38,10,9,19,39, nan,42,54, -12]
[17, 'Fulham',38,8,11,19,35, nan,44,60, -16]
[17, 'Fulham',38,10,7,21,37, nan,40,59, -19]
[20, 'Fulham',38,6,9,23,27, nan,36,62, -26]
[16, 'Fulham',38,10,5,23,35, nan,43,60, -17]
[18, 'Fulham',38,7,12,19,33, nan,38,58, -20]
[18, 'Fulham',38,8,6,24,30, nan,40,61, -21]
[16, 'Fulham',38,10,9,19,39, nan,39,52, -13]
[17, 'Fulham',38,8,8,22,32, nan,38,60, -22]
[16, 'Fulham',38,9,10,19,37, nan,43,59, -16]
[15, 'Fulham',38,9,10,19,37, nan,44,58, -14]
[14, 'Fulham',38,11,8,19,41, nan,44,53, -9]
[16, 'Fulham',38,10,9,19,39, nan,42,56, -14]
[16, 'Fulham',38,11,9,18,42, nan,45,56, -11]
[18, 'Fulham',38,8,8,22,32, nan,44,62, -18]
[14, 'Fulham',38,10,10,18,40, nan,46,58, -12]
[18, 'Fulham',38,7,10,21,31, nan,40,61, -21]
[17, 'Fulham',38,9,11,18,38, nan,40,56, -16]
[17, 'Fulham',38,8,8,22,32, nan,41,59, -18]
[17, 'Fulham',38,8,10,20,34, nan,43,59, -16]
[17, 'Fulham',38,9,10,19,37, nan,39,50, -11]
[16, 'Fulham',38,11,6,21,39, nan,44,60, -16]
[14, 'Fulham',38,11,9,18,42, nan,42,55, -13]
[17, 'Fulham',38,10,6,22,36, nan,42,65, -23]
[17, 'Fulham',38,9,9,20,36, nan,44,58, -14]
[17, 'Fulham',38,8,9,21,33, nan,37,54, -17]
[16, 'Fulham',38,9,7,22,34, nan,37,55, -18]
[16, 'Fulham',38,10,9,19,39, nan,42,52, -10]
[16, 'Fulham',38,9,8,21,35, nan,40,53, -13]
[18, 'Fulham',38,7,9,22,30, nan,38,57, -19]
[14, 'Fulham',38,9,12,17,39, nan,41,50, -9]
[15, 'Fulham',38,10,10,18,40, nan,44,57, -13]
[17, 'Fulham',38,9,11,18,38, nan,39,54, -15]
[17, 'Fulham',38,7,12,19,33, nan,42,62, -20]
[17, 'Fulham',38,8,9,21,33, nan,40,60, -20]
[18, 'Fulham',38,8,7,23,31, nan,39,60, -21]
[13, 'Fulham',38,10,11,17,41, nan,44,57, -13]
[17, 'Fulham',38,8,9,21,33, nan,40,60, -20]
[18, 'Fulham',38,8,7,23,31, nan,42,64, -22]
[17, 'Fulham',38,10,6,22,36, nan,41,57, -16]
[18, 'Fulham',38,7,11,20,32, nan,41,64, -23]
[17, 'Fulham',38,8,10,20,34, nan,40,54, -14]
[18, 'Fulham',38,6,12,20,30, nan,42,69, -27]
[15, 'Fulham',38,11,11,16,44, nan,47,54, -7]
[15, 'Fulham',38,9,10,19,37, nan,44,62, -18]
[16, 'Fulham',38,8,12,18,36, nan,41,61, -20]
[16, 'Fulham',38,8,10,20,34, nan,42,62, -20]
[15, 'Fulham',38,8,10,20,34, nan,39,56, -17]
[18, 'Fulham',38,9,8,21,35, nan,37,57, -20]
[18, 'Fulham',38,8,5,25,29, nan,41,66, -25]
[15, 'Fulham',38,10,11,17,41, nan,42,54, -12]
[19, 'Fulham',38,8,7,23,31, nan,37,61, -24]
[14, 'Fulham',38,10,12,16,42, nan,43,49, -6]
[14, 'Fulham',38,11,9,18,42, nan,43,50, -7]
[19, 'Fulham',38,7,9,22,30, nan,40,63, -23]
[13, 'Fulham',38,9,12,17,39, nan,47,59, -12]
[18, 'Fulham',38,7,9,22,30, nan,38,58, -20]
[16, 'Fulham',38,9,8,21,35, nan,39,52, -13]
[18, 'Fulham',38,8,8,22,32, nan,44,64, -20]
[17, 'Fulham',38,9,10,19,37, nan,40,54, -14]
[17, 'Fulham',38,9,8,21,35, nan,40,64, -24]
[17, 'Fulham',38,9,7,22,34, nan,46,63, -17]
[18, 'Fulham',38,7,10,21,31, nan,39,61, -22]
[18, 'Fulham',38,7,12,19,33, nan,43,59, -16]
[17, 'Fulham',38,9,9,20,36, nan,40,63, -23]
[12, 'Fulham',38,13,7,18,46, nan,44,54, -10]
[13, 'Fulham',38,13,8,17,47, nan,47,54, -7]
[17, 'Fulham',38,7,13,18,34, nan,43,62, -19]
[19, 'Fulham',38,6,11,21,29, nan,37,60, -23]
[15, 'Fulham',38,9,10,19,37, nan,44,60, -16]
[15, 'Fulham',38,10,9,19,39, nan,43,53, -10]
[13, 'Fulham',38,12,7,19,43, nan,39,49, -10]
[17, 'Fulham',38,10,8,20,38, nan,46,65, -19]
[16, 'Fulham',38,8,12,18,36, nan,38,57, -19]
[16, 'Fulham',38,8,12,18,36, nan,41,54, -13]
[14, 'Fulham',38,12,10,16,46, nan,44,50, -6]
[15, 'Fulham',38,8,12,18,36, nan,45,60, -15]
[19, 'Fulham',38,8,7,23,31, nan,40,63, -23]
[15, 'Fulham',38,9,12,17,39, nan,44,56, -12]
[16, 'Fulham',38,9,8,21,35, nan,37,54, -17]
[18, 'Fulham',38,8,11,19,35, nan,44,67, -23]
[18, 'Fulham',38,8,8,22,32, nan,38,60, -22]
[17, 'Fulham',38,10,8,20,38, nan,39,53, -14]
[18, 'Fulham',38,8,8,22,32, nan,39,61, -22]
[13, 'Fulham',38,10,10,18,40, nan,42,53, -11]
[18, 'Fulham',38,7,10,21,31, nan,39,57, -18]
[18, 'Fulham',38,8,9,21,33, nan,38,59, -21]
[15, 'Fulham',38,10,9,19,39, nan,44,53, -9]
[17, 'Fulham',38,8,9,21,33, nan,38,55, -17]
[15, 'Fulham',38,8,12,18,36, nan,41,57, -16]
[15, 'Fulham',38,10,7,21,37, nan,44,58, -14]
[15, 'Fulham',38,10,10,18,40, nan,45,52, -7]
[16, 'Fulham',38,7,12,19,33, nan,39,54, -15]
[15, 'Fulham',38,10,8,20,38, nan,41,57, -16]
[19, 'Fulham',38,8,6,24,30, nan,43,64, -21]
[17, 'Fulham',38,8,11,19,35, nan,44,58, -14]
[17, 'Fulham',38,10,7,21,37, nan,44,65, -21]
[18, 'Fulham',38,7,9,22,30, nan,41,64, -23]
[15, 'Fulham',38,10,10,18,40, nan,45,57, -12]
[16, 'Fulham',38,11,8,19,41, nan,44,60, -16]
[13, 'Fulham',38,12,9,17,45, nan,45,50, -5]
[17, 'Fulham',38,7,11,20,32, nan,46,63, -17]
[17, 'Fulham',38,7,12,19,33, nan,41,58, -17]
[17, 'Fulham',38,10,6,22,36, nan,42,61, -19]
[17, 'Fulham',38,7,9,22,30, nan,41,61, -20]
[19, 'Fulham',38,6,10,22,28, nan,37,59, -22]
[15, 'Fulham',38,12,9,17,45, nan,45,53, -8]
[17, 'Fulham',38,9,7,22,34, nan,43,59, -16]
[16, 'Fulham',38,9,8,21,35, nan,41,57, -16]
[15, 'Fulham',38,8,12,18,36, nan,37,51, -14]
[17, 'Fulham',38,9,8,21,35, nan,40,58, -18]
[14, 'Fulham',38,11,8,19,41, nan,41,55, -14]
[15, 'Fulham',38,9,11,18,38, nan,42,57, -15]
[17, 'Fulham',38,7,10,21,31, nan,41,58, -17]
[18, 'Fulham',38,7,10,21,31, nan,39,57, -18]
[15, 'Fulham',38,9,8,21,35, nan,40,56, -16]
[15, 'Fulham',38,9,13,16,40, nan,42,51, -9]
[14, 'Fulham',38,12,8,18,44, nan,44,58, -14]
[14, 'Fulham',38,11,9,18,42, nan,42,52, -10]
[13, 'Fulham',38,11,10,17,43, nan,44,54, -10]
[15, 'Fulham',38,10,11,17,41, nan,41,51, -10]
[17, 'Fulham',38,9,9,20,36, nan,42,60, -18]
[16, 'Fulham',38,8,9,21,33, nan,40,55, -15]
[17, 'Fulham',38,9,12,17,39, nan,40,50, -10]
[15, 'Fulham',38,9,12,17,39, nan,44,58, -14]
[15, 'Fulham',38,11,6,21,39, nan,41,53, -12]
[15, 'Fulham',38,9,10,19,37, nan,42,58, -16]
[14, 'Fulham',38,11,7,20,40, nan,41,57, -16]
[16, 'Fulham',38,10,7,21,37, nan,43,60, -17]
[17, 'Fulham',38,8,8,22,32, nan,39,60, -21]
[15, 'Fulham',38,9,9,20,36, nan,43,65, -22]
[19, 'Fulham',38,7,10,21,31, nan,41,62, -21]
[14, 'Fulham',38,9,12,17,39, nan,42,52, -10]
[16, 'Fulham',38,8,9,21,33, nan,41,60, -19]
[15, 'Fulham',38,10,10,18,40, nan,43,58, -15]
